"gene","0-90d CCD/HD log2 fold-change","0-90d CCD/HD p-value","0-90d CCD/HD FDR","90-120d CCD/HD log2 fold-change","90-120d CCD/HD p-value","90-120d CCD/HD FDR","120-150d CCD/HD log2 fold-change","120-150d CCD/HD p-value","120-150d CCD/HD FDR","150-360d CCD/HD log2 fold-change","150-360d CCD/HD p-value","150-360d CCD/HD FDR"
"ZAP70",0.175777200150654,0.0239639264006576,0.0787172769149089,0.151849105879451,0.0433635518384111,0.134650175881443,0.292894162222108,0.000440877744284018,0.0025244333061596,0.179014066551477,0.0174438258753388,0.0936394264002565
"APOL6",-0.143817045119628,0.0708148154572023,0.168950161569189,-0.127054700986441,0.181901560064664,0.337194019016752,-0.140263870985718,0.112813103589388,0.204226063406551,-0.13738385910661,0.0821244141255549,0.256040152281748
"CCL22",0.0595503004451477,0.501532125131171,0.652667226812113,0.0587212237416223,0.580636026991093,0.710176659595118,0.122766050367366,0.0874873023327848,0.169918805787042,0.0775338588059082,0.322982063738609,0.561824215695109
"TNFRSF10B",0.166228857240137,0.00325344893323766,0.0197738936142292,0.0856319659653512,0.102855458831367,0.226860951495256,0.219675119872611,0.000840854984860316,0.00424824119801977,0.0107911243033986,0.830222961033131,0.92209106349682
"GNS",-0.0877679912176491,0.0361095778379651,0.105550732694666,-0.0729694144983909,0.0928833122172225,0.216261446819015,-0.106860805695193,0.0179867593385721,0.0477792610608805,-0.0618082072891073,0.179552884539989,0.402302549998295
"RACK1",0.178900747531786,0.00437423604443448,0.0241520318739132,0.238036852512296,0.000928009329609095,0.00864278568419073,0.400822187033705,4.42337345489907e-06,7.7710629105386e-05,0.103583435142385,0.0562476685030903,0.203897041830981
"CXCL3",-0.0122839629378973,0.8990144493046,0.949967494926674,0.0631226685166118,0.568787593589259,0.704603861930285,0.0747100925805545,0.521374523014684,0.636686423839417,-0.0576861545319107,0.537507569207087,0.735386461941731
"HSP90AB1",0.226418882338873,1.29337373420484e-05,0.000499888948270169,0.292907212445828,1.21859189165947e-05,0.000448557872501319,0.415702064951647,2.04062967395699e-07,8.30214072615132e-06,0.228798975017555,0.00052848287316393,0.0132646319168751
"GLA",0.04656247446666,0.476511338122469,0.626434123075967,0.101720144778403,0.114147015081254,0.241080990868332,0.0450052317545335,0.556265939660453,0.666656699779117,0.0959132636503769,0.131419534025498,0.337499334889401
"ALPK1",-0.110659697407499,0.240863605183078,0.384685055385371,-0.13546344477301,0.149188371783184,0.295699003560004,0.114252480529866,0.208125436650088,0.324356779295399,0.0807952167813116,0.321364709794773,0.561824215695109
"GK",-0.123119655063349,0.153491156750121,0.28659097625083,-0.189929943912649,0.0389517395227699,0.124929897261021,0.0628140970203742,0.441376046767933,0.564873649257637,0.00219406582595683,0.977459067467332,0.98551844437638
"IL23A",0.525869452230047,3.50442807826693e-08,5.41784580900067e-06,0.543684946961426,1.11235316889728e-06,7.16540832964665e-05,0.577558124089036,1.38712882213302e-07,7.14833719672548e-06,0.31297016412234,0.00355325309621077,0.0376255430598757
"IL9",-0.175956767521245,0.04127584223016,0.11597515957533,-0.0488924484884274,0.604739916681695,0.725875707445575,-0.0470673588906679,0.590387933273421,0.693571234681389,-0.0811376610700233,0.3676541816271,0.604121796762219
"CCL2",-0.383026148769501,0.00263046635168212,0.0172317838122905,-0.294928076703946,0.0343147072646984,0.115327255285269,-0.213158973143051,0.170952807540105,0.27937953536681,-0.196603637412168,0.229019352176647,0.467102794808834
"KDM6B",-0.0270359891959544,0.70085149883155,0.819554695540509,0.0755334174036439,0.323712743206695,0.480305191698618,0.0863592681994168,0.260669322526515,0.381545260992423,0.0632144532807333,0.324604472276085,0.561824215695109
"TNFRSF9",-0.183254112112465,0.0713968800494066,0.169814733163666,-0.124338535591546,0.20155768942177,0.361494417454821,-0.122854911575454,0.267657800703899,0.387452209633172,0.0289779958540784,0.781283862732802,0.89870896710187
"CCR3",-0.118801672061298,0.445518387458366,0.596855655988418,-0.316937489062331,0.0870942962056678,0.209080406729755,-0.420364222106612,0.0163513519411637,0.0441943882885298,0.0818883797018266,0.631087703151159,0.807666878370606
"ITGB7",0.224895975694653,0.00250428478099875,0.0165454028693336,0.144940885018834,0.0198215842850726,0.0769558235056528,0.157125202514144,0.00995334691114849,0.0301723025973246,0.158429819026836,0.0209286742818399,0.105051072856248
"RAF1",-0.0531110383549688,0.37006770975636,0.52011334480303,-0.091823101161505,0.168002304751437,0.316745808714294,-0.022416605771223,0.715216843360697,0.7909336479511,-0.0121132643105807,0.830239819138146,0.92209106349682
"NFATC3",-0.0507721209043524,0.241604150608847,0.385072182310595,-0.0849516324787191,0.0582423201326899,0.158135219998267,-0.100228982791359,0.043934808695939,0.0970331632056023,-0.0113254505191073,0.791188086773529,0.903380193612906
"RBCK1",-0.16456081867452,0.00127740105109409,0.0108508902472059,-0.16880647696949,0.00287461487771115,0.01983997589706,-0.155505557909334,0.00465475709494974,0.0160630680106971,-0.0893318388215597,0.0835269908354504,0.256040152281748
"NCF1",-0.0313761588999349,0.744078807138443,0.849681902883654,0.117484345552685,0.292877933182042,0.447420241797862,0.288039063911354,0.00487339461496813,0.0165953041293849,0.0427707862041172,0.64260471222915,0.813375497322866
"NLRP1",-0.0187376603674019,0.68280833014348,0.805818075115894,-0.0625728801018449,0.167344523538242,0.316277057934135,0.018119392663571,0.722171105721183,0.795211203308369,0.00895461064547466,0.847401422976193,0.931033947005068
"CCR4",0.462996762274046,1.85201030559175e-07,1.89328243756448e-05,0.466569118580463,3.77749576110827e-06,0.00017363218212673,0.433712462027082,5.30122032431987e-05,0.000521036937505498,0.377030739038565,0.000116745660497762,0.00474970502972473
"FYN",0.00336370341678965,0.941947859308337,0.971762375500873,-0.0267031641378389,0.56009994457042,0.699446295885194,0.0493175486603796,0.278381905085899,0.398290010959032,0.0426225644674094,0.32488411955461,0.561824215695109
"MARCO",-0.222409747190312,0.110928573875334,0.229272159373351,-0.191989692482402,0.163268633033945,0.311049568646485,-0.0836465131580547,0.55093468331678,0.662321166724527,-0.159039002623612,0.171355910565504,0.401388238991317
"RNF114",-0.0536004042162666,0.205744066605003,0.346603725737757,0.0107712780949711,0.817377719904127,0.869093313652663,0.0311673135230058,0.566913964976309,0.673155906185387,-0.117835168663896,0.00708100903279199,0.061329334521163
"ATG7",-0.113708121468602,0.06540737308711,0.161533224908422,-0.114701580599559,0.044906111284184,0.136238020088614,0.0454699850132762,0.392871495196203,0.511262063613914,-0.021617141106652,0.667300778732408,0.821375003121261
"CCR8",-0.146196311155878,0.0871156667770528,0.194854659870551,-0.213657773273847,0.0227116376023082,0.0856394920321184,-0.060686248536704,0.578906077596037,0.682156094484355,-0.0331871294406295,0.70593342047149,0.849979024960221
"SH2D1A",0.210929026670438,0.00622660897472146,0.0312543424510369,0.172993165811978,0.0392899314999142,0.124929897261021,0.291962118503605,0.000495385420269099,0.00281568330785304,0.290830862071374,0.000507774955639348,0.0132646319168751
"IRF9",0.0307066101843077,0.741458120526647,0.849681902883654,0.0731748916797986,0.4690378321228,0.617659700563755,0.28621135730048,0.00495046800020297,0.0167105317212092,0.178274042741981,0.0572174149486117,0.204252881035408
"ULK2",-0.0299499206938482,0.537853791686759,0.684978948400296,-0.0413729686246336,0.398041626423796,0.559429413137444,0.0339711739368858,0.533113661218815,0.648971433263219,0.0369796718910905,0.418567930461561,0.64857135658677
"CCR10",-0.226743205657027,0.019343016252598,0.0678849615475003,-0.211770994728439,0.0353926422738015,0.117478811531684,-0.114366408794481,0.259062700610414,0.380713816676521,-0.127564060819519,0.170872488029756,0.401388238991317
"ERN1",0.0169487019736735,0.78226147508377,0.878312852025358,0.0246166971445174,0.692792035722926,0.788102596736659,0.0365973152151876,0.597008955023242,0.69711166500448,0.0447592245782922,0.485232312240785,0.708144967305891
"PIK3R5",-0.178694827104745,0.000138156989093257,0.00248361285044389,-0.201247761904623,0.000160073101541959,0.00242620602925362,-0.266569000806048,1.6147879866164e-05,0.00021521226097491,-0.0701477946920945,0.0736400355933697,0.241221021546199
"CD68",-0.0705324270063693,0.350795637460309,0.503793501473927,0.0552801368815138,0.376494873841393,0.537949237485022,0.108146821740398,0.153740484457631,0.258241109452233,-0.0664535938324463,0.328388172169754,0.564097904638266
"CXCR5",0.466472106647792,3.54987569386417e-07,2.74405391135701e-05,0.457483469142033,3.1955835328551e-05,0.00083210481883085,0.519710562261897,4.72669002640995e-07,1.27693966741306e-05,0.141693749229604,0.0956055965227079,0.277728691111101
"ATP6V0D1",-0.178198177681875,0.00160311905483168,0.0123433873088299,-0.167389945749102,0.00409091902086188,0.0261040672220376,-0.223554813872774,0.000937519309704895,0.00458672421773344,-0.0925114707530002,0.130903702886956,0.337499334889401
"DNAJC10",0.0029983314905438,0.937334126032432,0.969958874729679,-0.0390167658866184,0.365915401203365,0.525748336673237,-0.0337469476099084,0.438890828977485,0.562624561856709,0.0240617193914719,0.584426085599953,0.772241648151732
"CASP8",-0.372475429462173,4.12998847874194e-09,7.98120273516881e-07,-0.325405172210887,2.04024763601736e-06,0.000112650815902959,-0.417901362235144,1.21496462968576e-07,7.11287894706128e-06,-0.222661524429249,9.74193513514434e-05,0.00474970502972473
"RASGRP1",-0.0751936979413009,0.289734972011461,0.441745825177238,-0.0871146906903415,0.222332574140979,0.386060721591246,-0.0584313936261324,0.473449525972959,0.591238261029236,0.0916438393859173,0.230589327080708,0.469067236403651
"PANX1",0.0644297649715404,0.265834903250596,0.410825338415906,0.208215882488605,8.846340380546e-05,0.00151960469203601,0.209712590560908,0.00252485137279466,0.0100087698008732,0.0386992843362251,0.48702100817251,0.708144967305891
"PSEN1",-0.130515855427789,0.0547641030034185,0.141108838738808,-0.218184006992155,0.00519333908505954,0.0299585903936644,-0.340912367514472,0.00022413564829571,0.00152540301645552,-0.0124831254212761,0.850508538848022,0.931749926150249
"LEF1",0.123142746009183,0.216005038979336,0.360630443047573,0.0461455369690136,0.61722511689782,0.739713202111651,0.0578436843152077,0.578135139006612,0.682156094484355,0.194131554070788,0.0599854372827922,0.208868211799993
"MAP2K7",0.0476975095568953,0.256215118541043,0.399302997242391,0.106170814078258,0.00973222183393582,0.0481518339453625,0.139556003552404,0.0012156605883189,0.00558484735116092,0.025401505457672,0.517145792723186,0.72240373041349
"KLRD1",-0.212056607125425,0.0563258647951748,0.144171832737318,-0.210443248523693,0.0941555645264324,0.217910932272252,-0.248931887404742,0.0353788933790641,0.0831242692462508,-0.0339778978558928,0.799585477161429,0.908940549773213
"TANK",-0.0718302003977338,0.098466083264886,0.211268060505653,-0.0376350419985489,0.488427422297618,0.636685324512746,-0.101473719184981,0.0429997874981381,0.0955138957932781,-0.027814050883859,0.436652815379246,0.661828678996386
"CFLAR",-0.230780489986064,0.00122103481879224,0.0104873323880711,-0.17937710259803,0.0118666371178056,0.0546006576908556,-0.263236160735205,0.00106550227712173,0.00511573453549748,-0.0113514805026746,0.853765366478301,0.931749926150249
"IL22RA2",-0.435964027386637,0.00179912728589783,0.013245003733324,-0.36814897049997,0.00682715548658329,0.036146515007732,-0.261503690925361,0.0240036070360752,0.0598541556093101,-0.224692200129385,0.072772557224451,0.241221021546199
"TNFSF4",0.0937981475778996,0.345079579323774,0.497661408241189,0.0801527308497245,0.433308424664567,0.58762703906265,-0.0128042686987302,0.899572864844693,0.935894784017427,0.128298358214559,0.190276833762151,0.414950132139715
"IL17RC",-0.381478344797423,0.0152717637161968,0.0575857236713179,-0.406524715210422,0.0484270222310153,0.141795788577935,-0.563234892637682,0.0114738013903419,0.0333430393787003,-0.389858066749132,0.00962787445640593,0.070879494807636
"IL18RAP",0.290529355068291,0.0271868830155571,0.085894353558082,0.245986528340698,0.0605774501392761,0.162591558880765,0.347210420571072,0.00903597377505857,0.027827919235539,0.344116795348077,0.0170407687620546,0.0936394264002565
"TRAF2",0.136842224237737,0.00337946546336611,0.0200997852135044,0.200402874376317,1.89689840656138e-05,0.000610959361779978,0.201653710982643,3.64877564646227e-05,0.000414779937458137,0.179861931940369,0.000108385156396393,0.00474970502972473
"IFNG",-0.284521053066602,0.121497901998272,0.242056387228517,0.208933180505068,0.278645767995402,0.434354585946874,0.207840359246097,0.302501976194403,0.422083082307353,0.0161445892544287,0.931924563121078,0.970994060923105
"TYK2",0.101196055160104,0.236740242504348,0.382845622292596,0.118664443744836,0.12343582719918,0.254063047653107,0.464741729652259,9.824067547161e-07,2.38478178312575e-05,0.0914409243085255,0.165058675515298,0.391381460654372
"TLN1",-0.120020069321627,0.0064926182426088,0.0319668401371758,-0.116574027729436,0.0241115006009368,0.0896396114223433,-0.206592496204178,0.000224962411223711,0.00152540301645552,-0.0591965848813381,0.157594500026397,0.378593448319582
"MAP1LC3A",-0.0199206828023224,0.848397149454409,0.923134204814838,0.151283546506969,0.174890568987871,0.327337554062044,0.261132671367243,0.0142944475133466,0.0396043294903832,0.0703464999696839,0.514395663509605,0.721647636829265
"IFIT2",-0.159280875382345,0.376335575520514,0.526341385877358,-0.275310938779977,0.139153618699591,0.279391551311126,-0.143308520690819,0.445214640968087,0.566970209997251,-0.0468200309959856,0.799524886464287,0.908940549773213
"CYP2E1",-0.188295228504617,0.0224565253918155,0.0751467278262918,-0.157910631728873,0.0665428747627608,0.172032248132489,-0.123324971885529,0.154452960031918,0.258424541352105,-0.160690669524122,0.0576030117279676,0.204252881035408
"CD1E",-0.179691489733112,0.0493206121117378,0.13011888451322,-0.184908380323163,0.0181167470499158,0.0733070733215791,-0.285747584181875,0.0182888733538211,0.0480008016849186,-0.201983808652552,0.0128948225777683,0.080384660101733
"IFITM1",-0.266315442086202,0.00211883029396567,0.0144942992675705,-0.203765616090554,0.0170191864809525,0.0708937962950529,-0.255094396040693,0.00493079591619715,0.0167105317212092,-0.143744501363419,0.0786713309205667,0.254447442684511
"MAP3K7",-0.0975398523351285,0.00154031976387173,0.0121496650762535,-0.1627910430925,1.16029417195263e-07,1.14254299432119e-05,-0.138860610591886,0.000251747507912651,0.00166369249341296,-0.0124530447106445,0.66074328247138,0.819830750161119
"IL10",-0.195569125153281,0.0545441354153685,0.141012095906621,0.0229382963237419,0.771626805334376,0.836560337340074,0.0988733062455407,0.288923035434883,0.40755019414446,-0.0283993583072603,0.723069791164773,0.860524694339463
"ARRB2",-0.0147160145263821,0.849092392785704,0.923134204814838,0.0334942241559639,0.650925951186083,0.764085383954732,0.236689274088328,0.00626345183598502,0.0204288956507022,-0.0511421378792997,0.414871213628223,0.64656340349721
"P2RX7",-0.00393959149190329,0.947723503039559,0.973166981140193,0.0186389050399041,0.759144637973245,0.827671093305103,0.0886682065861377,0.181356944511236,0.292669975171577,0.0743956030696058,0.219633690590423,0.45761952244312
"CD14",-0.0352362368278549,0.677712064577031,0.80107696266335,-0.019753599595487,0.817172343028977,0.869093313652663,0.134626504699498,0.143426854953235,0.245285307254094,0.0536648079714182,0.522674564048943,0.722424172258851
"NFKB2",0.318846262221791,0.00108078792314991,0.00938706814151553,0.662650780350742,2.83814676524811e-08,5.48471862384197e-06,0.751875570767061,3.0478705310469e-10,1.17800196024963e-07,0.329976310555766,0.000469057593379403,0.0129493399886528
"DYSF",-0.312058189530737,0.00240595454208533,0.0160327832847583,-0.308735940299507,0.0122719224188067,0.0554748305832606,-0.347748132775486,0.00269149708842503,0.0106149349456763,-0.141528364700838,0.145466438968072,0.363901480007508
"TNF",0.3556288137267,0.000182813258160628,0.00300669465017373,0.529654462173469,0.000126840366263555,0.00208611921535591,0.45416493189775,7.08539252601774e-05,0.00065202481221568,0.126657158752429,0.130989699897876,0.337499334889401
"TXN",-0.222970863360906,0.0163501726071559,0.0609978567238675,-0.182270480918128,0.0856427324519643,0.207915355879616,-0.398406387695149,0.000351375957535702,0.00213868988326848,-0.195457892208372,0.0513154797550206,0.194951784513743
"TCIRG1",-0.0318010855540339,0.614098722680177,0.748735508882928,-0.0420318074071352,0.517289699988453,0.662028043197143,0.0861797978964356,0.199989968840563,0.316139562195819,-0.0446427226274979,0.50019300818946,0.713374899133677
"CXCL10",-0.343246342473237,0.0109131710647921,0.045548619902465,-0.162400988865989,0.222746548291974,0.386060721591246,-0.302557607841971,0.0330038247339041,0.0794765000601491,0.0482835187001561,0.730773109305425,0.863742528276901
"ACKR4",-0.453415326336937,3.62170517094046e-06,0.000210923234494213,-0.369574899385809,0.00102441656566422,0.00902357014716259,-0.35850630888368,0.00122100802373376,0.00558484735116092,-0.388120912999116,0.000141239404006722,0.00544587189490096
"IL17RE",-0.0524553217281671,0.606898468775761,0.743474669356044,0.0485806641862264,0.63926512999275,0.756711290684338,0.116113203049758,0.252851437564812,0.373717325502103,-0.0512447579402269,0.627463874711912,0.804360821148106
"CD59",-0.0395340043711117,0.533795007760394,0.682022381816172,-0.0497546940624486,0.452858392737483,0.605460096970502,-0.0980617117383596,0.157423980816363,0.262260209420364,-0.0242875363225942,0.724908431474577,0.860759166712516
"NFAT5",-0.137405222238547,0.000945467559947096,0.00902279535603833,-0.169398747011224,0.000303153271036454,0.00395008991773376,-0.129371865077694,0.00638080836358159,0.0207242221220528,-0.0754280449692706,0.103255354984242,0.288145810118482
"MS4A4A",-0.0623350155324732,0.606029581371139,0.743474669356044,0.0386367940323521,0.721620467139914,0.804924417170496,0.109165184635761,0.335011344024559,0.454126674864012,0.0992823546963251,0.373868014067713,0.607142804357861
"CSF3R",-0.026851201256342,0.763547359358165,0.862897819859447,-0.022430845080672,0.79742565077312,0.85612503895503,0.27621840225067,0.00420804943854238,0.0147448732716531,0.016552916868633,0.840965815600747,0.92866653637054
"C3AR1",-0.0179786079260711,0.901053108501117,0.950223810192856,0.0465192166069248,0.75702330017235,0.826524026883088,0.0367660864061389,0.796641706119907,0.857665792243298,0.0826889273837119,0.571459902573937,0.76437647675658
"ATP6AP2",-0.0771932601850258,0.0108301764603521,0.0454985130644141,-0.0853840472188336,0.017058533131798,0.0708937962950529,-0.0987286653262904,0.0105424960574449,0.0313436517400188,-0.113777029442484,0.00306138692606336,0.0366310883155279
"IL18BP",0.133774153656982,0.168709211013914,0.304701448863915,0.144451301201406,0.0861356602976116,0.207915355879616,0.466517029616645,9.00306567807699e-05,0.000764765908698188,0.0832716873581217,0.190565713983957,0.414950132139715
"CD38",0.12631766819539,0.136159035413647,0.264449583856154,0.0346003492662682,0.70042235958355,0.788102596736659,0.0934644812142562,0.306173387866781,0.424904899140074,0.0902830248547354,0.299664687196784,0.539955252221711
"BDKRB2",-0.247644950496315,0.00966246527018132,0.0419611553587088,-0.216699274176989,0.0241203611589229,0.0896396114223433,-0.0402785758548539,0.68398381384348,0.774113452563704,-0.0869258089062975,0.348254247905937,0.583949096814076
"TMEM140",0.0122820447035307,0.899131823782548,0.949967494926674,0.096109483493593,0.353564028062871,0.510850455500185,0.415738230223639,4.62952836151687e-05,0.000483338961535254,0.188997913386619,0.012300059203176,0.0773003720654879
"NLRC5",0.14762212874162,0.0833660676084015,0.190094307555441,0.215726776679612,0.0158388804593125,0.067271728544223,0.450694548066081,2.36941412520486e-05,0.000305259519797226,0.0671331340634705,0.357575306251721,0.595701964940905
"NCF2",-0.136955372981136,0.0295014953097415,0.0914722742996425,-0.167600825239977,0.02193288383534,0.083517828594669,-0.108338624434708,0.116421589408416,0.20880252578354,-0.084774847094068,0.177474556499173,0.402279951553518
"TNFSF13B",-0.33717728789291,0.00106836267393037,0.00938706814151553,-0.341068740152789,0.000654147032752559,0.00732834284518446,-0.347628145726769,0.000602888577817391,0.00323633937953363,-0.236986061299637,0.0163453133816476,0.0929038767942175
"C1QBP",-0.00489101500039738,0.91938138689992,0.95908476663109,-0.000481931808148646,0.991442956584572,0.993001931583039,-0.0966718438208741,0.0613968068404379,0.127237886562087,0.0236299152685155,0.61122454281572,0.791418042875296
"MX1",-0.369301081996582,0.0451364159377241,0.123724998297378,-0.394252801723541,0.0288174613755685,0.103129155756086,-0.326074321690126,0.0756837661397861,0.149625450706022,-0.135350770911376,0.491112485089061,0.708166416720893
"CSF2RA",-0.307329504508343,0.000232950750424835,0.00346290250150765,-0.317108915601307,0.000480214806800591,0.00573123834779318,-0.433685758732733,1.22972707861761e-05,0.000176033154031743,-0.181394087092067,0.0116518518203917,0.0750573454763565
"MIF",0.0121156113062687,0.820779946963762,0.90379330342306,0.0821424054246279,0.145366547451229,0.290357470748838,-0.0235824316786855,0.691367386590519,0.77791410456255,0.0139596195883963,0.798446348621235,0.908940549773213
"CGAS",-0.0265822974649263,0.664818589515394,0.793062916196604,0.0830728742424032,0.186217250541074,0.34436826475658,-0.0282302579595472,0.683342484739993,0.774113452563704,0.126246783846917,0.00944452715713336,0.070879494807636
"VCAM1",-0.261688878639242,0.009258840678514,0.0409004959213671,-0.163326353271948,0.100931433194714,0.226149871397684,-0.128932416641859,0.20880898471137,0.324767294128549,-0.236485581096984,0.0106210684609572,0.0734412709390615
"CD45RB",0.0323573624245998,0.46774756094993,0.618066435238113,-0.0619819493532983,0.263556642196385,0.424101940197402,0.00535701229755104,0.911364333200866,0.941824371075227,0.00528138561230396,0.892866723136368,0.958591634700572
"THBS1",-0.725654088501747,0.101916586167181,0.215839783855427,-1.0128560192908,0.0477708138891855,0.140406232457568,-1.27381890606483,0.0129069890183396,0.0365461630446025,-0.388546220858367,0.356778556614877,0.595658367739308
"FCRL4",-0.161943311133745,0.111998486590328,0.23086621369153,-0.123800089574961,0.203986912022138,0.365004358780354,0.00791252408571113,0.937046138977144,0.958119424004146,-0.00826786657380569,0.930969644867129,0.970994060923105
"TIMP2",-0.219027848682623,0.00232080353581316,0.0157366766068734,-0.210214449195183,0.00384138457714112,0.0249528594800848,-0.254170546108283,0.00090960334693063,0.00450720119985498,-0.178176358672628,0.00750461501051657,0.0630550804687968
"NT5E",0.12903653871793,0.228514534027779,0.372303469712157,0.0490293388764691,0.699618277656296,0.788102596736659,0.129915308941791,0.24449826568627,0.364859381033758,0.112238056854509,0.342294053570214,0.578978782078283
"HLA.DRB",-0.00883761249811611,0.904388767554732,0.952371137343089,0.1000266597259,0.18788233939398,0.344971611286334,0.143022262221878,0.174862587369845,0.285166202609474,-0.168285326615402,0.0158483456743498,0.0927294768727108
"IL21",-0.414040398884591,4.55164433874946e-05,0.00117280702461778,-0.329754924379158,0.00183545392238761,0.0140475829901547,-0.332180741484719,0.00683069216611023,0.0217289096477498,-0.381469533317085,0.000632880416960648,0.0139776160660166
"NCR3",-0.0521774040460709,0.605335435752503,0.743474669356044,0.118481738319781,0.222191045957214,0.386060721591246,0.0635300024096524,0.50243073183885,0.619424171788567,0.0183875211246139,0.843063909360471,0.929655352261975
"PYCARD",-0.164434131375582,0.00310594663911723,0.0195194857889238,-0.0838784989004225,0.112045817788546,0.238598945318308,-0.0839642657127845,0.1355921379172,0.235472474572431,-0.0739118930921358,0.160878320093789,0.383823893310182
"SLC2A3",0.159718852589445,0.0766347010984735,0.177893765612973,0.215264576589663,0.0350121600906341,0.117161903679914,0.301749269718975,0.00369978324946296,0.013364170335677,0.070385059927829,0.420739435577849,0.649164837727898
"IL11RA",0.206740768380781,0.00787258070188084,0.0369569911466938,0.249496538666953,0.000835888443965643,0.00829253467542171,0.393299299138246,5.35623620577666e-06,8.80929912141566e-05,0.145636875235933,0.039270138512485,0.162334979076014
"GATA3",-0.142455573546937,0.069389905027523,0.167360198397791,-0.114614536691901,0.128317069584857,0.261712651158561,-0.0797192103611522,0.340349936693412,0.456377473310844,-0.0435230031421007,0.56675630150135,0.761917601844423
"BST2",-0.15161775148961,0.0381043078066625,0.109091221979815,-0.226984225450358,0.000879635969366897,0.00845670766775597,-0.28315862826873,0.000209151409104708,0.00146822573197074,-0.0636411831227848,0.339120302085808,0.576853696548332
"IKBKE",0.082957727135035,0.18245007669117,0.324026871245727,0.00919605531054224,0.879175780091088,0.914674129219935,0.201983652641175,0.00195971732642266,0.00810086360066692,0.225551462508555,5.32314046378807e-05,0.00457198619834242
"CBL",-0.0931376916254716,0.0652053195865504,0.161533224908422,-0.0854520941978536,0.0818083800802273,0.203296978353355,-0.0345190924679444,0.501015821289485,0.618666501368645,0.0530212661590496,0.261677008966976,0.500683980028397
"TCL1A",0.257347789760232,0.118189380932672,0.236822642655721,0.268727407356592,0.153094751250275,0.300361022123002,0.326524244982749,0.0745309042320666,0.148470122941562,0.123846988208697,0.522586055022917,0.722424172258851
"NOTCH1",0.0516114138815249,0.60614139312495,0.743474669356044,0.0758489533731098,0.409896935172358,0.567832134208303,0.422822879076457,3.62229163678118e-05,0.000414779937458137,0.165901522413936,0.0538184255491754,0.201949723055886
"PSTPIP1",-0.0673232529361016,0.192027491604375,0.334842178716747,-0.0598754724617026,0.24887903339025,0.409894726158173,0.0376415648363126,0.496800251486179,0.614442551038106,0.0654467763480958,0.146823164214281,0.364933459606557
"IRF1",-0.00512008371394343,0.947988016557006,0.973166981140193,0.153818402453008,0.102787259646223,0.226860951495256,-0.0041640856758806,0.963160711016176,0.975784049299481,-0.0527779968030485,0.475491839433258,0.69621654181591
"PIK3R3",-0.173439979819623,0.0697153737180967,0.167360198397791,-0.215586002446223,0.0449426845052996,0.136238020088614,-0.182294855267647,0.0860874253097804,0.168044393344597,-0.0516163609641824,0.561232556542818,0.758448891971326
"NFATC4",-0.167374153332269,0.0718308732169395,0.170026956196784,-0.104305973867982,0.237565020807982,0.401833175239759,-0.112868963410729,0.209562303006707,0.325284458281495,-0.0399225124444926,0.680683664837698,0.831229815038768
"GPX7",-0.0984115255088305,0.097066121582071,0.209586904980282,-0.0961590705883151,0.106868096697174,0.232047861648639,0.024875456635005,0.746698265491342,0.817560565474232,0.0169819340324797,0.779632763504044,0.89870896710187
"MARCKS",-0.0470918038855594,0.592502325182427,0.735897448942635,0.114925977191761,0.239264396768777,0.402944180179226,0.100684652062036,0.281048939418711,0.399358143696073,-0.106882119655606,0.171931290017178,0.40151929662622
"HSD11B1",-0.276415895249606,0.0107044537457847,0.0452160805764566,-0.169871621410983,0.0975657796183429,0.222473001902593,-0.000683676312083989,0.99472412774131,0.998804707578561,-0.149468202271566,0.161606389734127,0.384374582352246
"TRAM1",-0.00822684763457646,0.805704601343379,0.893557613828454,-0.0368589050647902,0.310302526638495,0.469400886676235,-0.101272716287324,0.00957870409715075,0.0292661591584883,-0.0298111626995766,0.450735278527807,0.674094201686851
"CXCL5",0.230298687661723,0.190431121842609,0.333794233978088,0.232750839517525,0.190036905332972,0.347277843551743,0.15629879581817,0.362486411631966,0.478160403057184,0.198314323752212,0.311556754462436,0.551106112584584
"CCL25",-0.372843729428636,0.141934011557669,0.271518207288961,-0.462812980569059,0.0526967621162549,0.149210978446392,-0.274234880894271,0.293593811966887,0.411548900809073,-0.144324844104731,0.510834061833622,0.719261802909636
"TLR8",-0.153766855590229,0.115781306286503,0.234905379946108,-0.247197712540652,0.0214166031084355,0.0819556148654488,-0.202093981448872,0.0372795518235489,0.0865378184973072,0.00723519240145997,0.929039895632313,0.970994060923105
"IL1RAPL2",-0.490723838849318,3.12506929860643e-05,0.00086274234565099,-0.329407749402978,0.00411991746583259,0.0261040672220376,-0.338451992133351,0.0102227829252165,0.0305595895002521,-0.351523438347488,0.00517218090741578,0.0481698294148482
"HMOX1",0.020020780730178,0.792534042616011,0.886582944923555,0.0260114126009667,0.722960623094527,0.805257293446786,0.102981237458532,0.247819741150077,0.368393576748095,-0.153511135265659,0.0310009396960125,0.13851864962438
"CD8B",0.0180993420507481,0.879176181624588,0.938678437010782,0.023872912703323,0.839953253340421,0.886432636067095,0.121665355487578,0.284837952355921,0.40325959188851,0.0832379931656772,0.469233361553568,0.690335040963653
"HPGD",-0.209218073675104,0.0169867201674261,0.0628264817675616,-0.115745875505577,0.226315134025279,0.388759108003424,-0.244387177448278,0.0183307027568777,0.0480008016849186,-0.127233098970448,0.179241582362015,0.402302549998295
